id,name,categories/0/title,rating,coordinates/latitude,coordinates/longitude,price,location/address1,location/city,location/zip_code
Z35sWrHZ8pfaHRuXLZc0lQ,South 21 Matthews,Burgers,4.0,35.11533,-80.69508,$,11450 E Independence Blvd,Matthews,28105
ynvp3qvt3xc321dLKFxpgA,Hilton Charlotte Center City,Hotels,3.0,35.2237356,-80.8436325,$$$,222 E 3rd St,Charlotte,28202
0DyDT4NJNaIuDpT7nTIjxg,Chaupaati,Indian,4.0,35.08753,-80.87178,$$,9101 Pineville Matthews Rd,Pineville,28134
yVhEA59Q4vcfQ6z7mIqysg,Crackin' Crawfish,Seafood,3.5,35.3024162666032,-80.7478761550294,$$,440 E Mccullough Dr,Charlotte,28262
tMKblwX0CeCDZbCz6ruyPg,Cocoa's Jamaican Jerk,Caribbean,3.0,35.3335099,-80.79633,$$,6316-A Old Sugar Creek Rd,Charlotte,28269
sPwh9yiJYeyAN4CBq_tUYg,Hickory Tavern,American (Traditional),3.5,35.0711594476984,-80.8441382944558,$$,12210 Copper Way,Charlotte,28277
rqjhez-ulSyMkr7lMGJwFA,Red Ginger,Sushi Bars,3.0,35.2240551792898,-80.8455877507873,$$,401 S Tryon St,Charlotte,28202
80TTAvMtRsPPFtFFnXgskA,Genghis Grill,Mongolian,3.5,35.0559982,-80.8354186,$$,11324 North Community House Rd,Charlotte,28277
npWIa3dIPEV1MTaZNq6AUA,Firebirds Wood Fired Grill,Steakhouses,4.0,35.062086,-80.8161,$$,7716 Rea Rd,Charlotte,28277
67FzueRMlcTQV3Nuep2qPw,Lotus Chinese Cuisine,Chinese,2.5,35.33456,-80.7947,$,3716 W Wt Harris Blvd,Charlotte,28269
ASC3JV2Jh09lTyJZ98UMFA,El Veracruz Mexican Restaurant,Mexican,4.0,35.084015,-80.88275,$$,391 Towne Centre Blvd,Pineville,28134
WVi8G1QuTYsaIuOLUAfG-Q,Harrisburg Family House,Italian,3.5,35.320054,-80.667621,$,5429 Hwy 49 S,Harrisburg,28075
f12Zv1B9crmSW58iyTR_mA,Midwood Smokehouse,Barbeque,4.0,35.07018,-80.8435,$$,12410 Johnston Rd,Charlotte,28277
sphMzEIqY1I2Dzv3zLZY2g,Global Restaurant,American (New),4.0,35.0858607085166,-80.890496738377,$$$,314 Main St,Pineville,28134
h4GIdwfCp0Zzf46q33UWEQ,Bobbee O's BBQ,Barbeque,3.5,35.3497049,-80.8420243,$$,9401 Statesville Rd,Charlotte,28269
oWQaP9yP77B3Au0LAEevdQ,Publix,Grocery,4.0,35.1458954316722,-80.9295107424259,$$,8120 South Tryon St,Charlotte,28273
mrzGyreS9XKOOTMo9LnlSA,Hokkaido Japanese Express,Japanese,2.5,35.1460137312744,-80.9365144490732,$$,8170-G S Tryon St,Charlotte,28273
Sqbx1-q5b8DbqWPWnBkBqQ,Westlake Restaurant,Breakfast & Brunch,4.5,35.476432,-80.993982,$,1235 N Hwy 16,Denver,28037
qqIgj3vpc54Bab5xWfwONA,Pita Kabab Grill,Mediterranean,4.0,35.1155281066895,-80.7207336425781,$$,131 E John St,Matthews,28105
2bTfMJCido0G8U0tk8hDkg,FlatIron Kitchen & Taphouse,American (New),3.5,35.49751,-80.84931,$$,215 S Main St,Davidson,28036
PkJUpidg_HzdxtdF6wDxeg,Aloft Charlotte Uptown at the EpiCentre,Hotels,3.0,35.22538,-80.84201,$$,210 E Trade St,Charlotte,28202
G8XgwAr9Ex39SI-DUFZRSw,The Trail House,American (New),3.5,35.04914,-80.64574,$$,6751 Old Monroe Rd,Indian Trail,28079
tInrGCzll4k9hF34Ye1rvQ,Chima Steakhouse,Steakhouses,4.0,35.2263043,-80.8439491,$$$,139 S Tryon St,Charlotte,28202
b6qKEYhc5cji_i04PjF6ww,Ishi Japanese Restaurant,Japanese,3.0,35.2949318,-80.7474815,$$,8205 University City Blvd,Charlotte,28262
ZCXjNG1EBFiKKMtR9DOTGg,Thai House - University,Thai,4.0,35.3034439086914,-80.7487182617188,$$,230 E Wt Harris Blvd,Charlotte,28262
jF4TNrr03o1y6PNwC-TwFg,Chick-fil-A,Fast Food,2.5,35.144187,-80.929394,$,8032 S Tryon St,Charlotte,28273
j3SHAiF8OIlY3kUPnAAlKw,House Of Leng - Mallard Creek,Chinese,3.5,35.3403565,-80.7656081,$$,2712 W Mallard Creek Church Rd,Charlotte,28262
stCP0pdz5_3i7AAzmt5dSw,Wendys,Fast Food,2.0,35.3331321,-80.7934094,$,3700 Wt Harris Blvd,Charlotte,28269
KoYooLJpjWKQoHJkF3fsGA,Kabuto Japanese Steakhouse and Sushi Bar,Japanese,3.0,35.088184,-80.851089,$$,7724 Pineville-Matthews Rd,Charlotte,28226
aAoPO0xJsNv0hoLpjX31zg,Bojangles' Famous Chicken 'n Biscuits,Fast Food,2.5,35.188392,-80.690711,$,9075 Lawyers Rd,Mint Hill,28227
RAh9WCQAuocM7hYM5_6tnw,The Cowfish Sushi Burger Bar,Sushi Bars,4.0,35.1527248375554,-80.8279533140167,$$,4310 Sharon Rd,Charlotte,28211
HwV2hQr7fbpiG8wODWJQ1w,Azteca Mexican Restaurant,Mexican,3.5,35.35189,-80.84209,$$,7340 Smith Corners Blvd,Charlotte,28269
jPcGeaxe2x8-V8t7KmEmcw,Niyo,Japanese,2.5,35.333862,-80.792175,$,3509 David Cox Rd,Charlotte,28269
L8rJht4Jw_BuR8gsckEWYg,The Cheesecake Factory,American (New),3.0,35.1515868304226,-80.8305587899353,$$,4400 Sharon Rd,Charlotte,28211
Mkn4eaV7pVcat5PQ0U-4Qw,Stacks Kitchen,Breakfast & Brunch,4.0,35.1233488121615,-80.729626,$,11100 Monroe Rd,Matthews,28105
hVLFDDA31wYm3Jjz3w74GA,Duckworth's Grill & Taphouse,American (Traditional),4.0,35.05596,-80.8535,$$,14015 Conlan Cir,Charlotte,28277
vofsKB4Y8MKyytL4dS556w,Wingstop,Chicken Wings,2.5,35.3119098062957,-80.7446102023773,$,9211 N Tryon St,Charlotte,28262
XSCYYvstSpCVW8wC7rJT7w,Anntony's Caribbean Cafe,Caribbean,3.5,35.3356975,-80.7973756,$,6434 W Sugar Creek Rd,Charlotte,28269
Z_mJYg3vi8cPZHa1J4BALw,Kindred Restaurant,American (New),4.5,35.4999098039671,-80.848352861863,$$,131 N Main St,Davidson,28036
n5Hc_iMVkyxcS0SXiBCbOQ,First Watch - Matthews Township,American (New),4.0,35.12272451,-80.71032968,$$,1643 Matthews Township Pkwy,Matthews,28105
0Q5hLTlQr1HfyfLZc9Ozsw,Romano's Macaroni Grill,Italian,2.5,35.3145,-80.76281,$$,8620 Research Dr,Charlotte,28262
Q8qsbFqIE7lwA-zkv07fxA,Mario's Italian Restaurant,Italian,3.5,35.0642720418595,-80.7268842714202,$$,2945 Matthews Weddington Rd,Matthews,28104
-LAiusd8GnWFR8atxbT-Vw,Los Arcos Mexican Restaurant,Mexican,3.0,35.3240083,-80.9469577,$$,3542 Mount Holly Huntersville Rd,Charlotte,28216
E0vZWNBWe-LwdECQFIjnug,Boardwalk Billy's Raw Bar And Ribs,American (Traditional),3.5,35.31062,-80.74888,$$,9005 J M Keynes Dr,Charlotte,28262
n-BoGXG2NItNbr_PMtIRBg,Amalfi's Pasta 'n' Pizza,Italian,3.5,35.2968451,-80.7404675,$$,8542 University City Blvd,Charlotte,28213
E3BTs8yFlVbZd20TknY00A,Jim 'N Nick's Bar-B-Q,Barbeque,4.0,35.1050414819154,-80.9898836504819,$$,13840 Steele Creek Rd,Charlotte,28273
f2sChoHFfQh3cE77hSB-ag,Bonefish Grill,Seafood,3.5,35.3722062,-80.7215582,$$,8503 Concord Mills Blvd,Concord,28027
yuhnMOLGmXHhQxyp1V_rBw,Genghis Grill,Chinese,3.5,35.13393,-80.71156,$$,9727 East Independence Blvd,Matthews,28105
_kzB_xsb9DHUPfXB0XfQGA,Cantina 1511,Tex-Mex,3.5,35.06205,-80.81517,$$,7708 Rea Rd,Charlotte,28277
-_nz_8EPGQKKTd8loQDgXQ,Salsarita's Fresh Mexican Grill,Mexican,3.5,35.3176964,-80.7720982,$,1530 Overland Park Ln,Charlotte,28262
GqfGoFMC3cn_AZI7iUOWKg,Bar Louie - University City,American (New),3.0,35.3074288282892,-80.7497937977859,$$,8760 Jm Keynes Dr,Charlotte,28262
TINqpvaOjgVHiu4wgWZOhw,Brightstar Grill,American (Traditional),4.0,35.2910606,-81.0247051,$,205 Madora St,Mount Holly,28120
8k8cMmMcuj5h85mMLMoj2w,RayNathan's,Barbeque,4.0,35.2073,-81.07459,$$,4571 S New Hope Rd,Gastonia,28056
PHhZy5zYULNF-oz-2Jz9KA,Mellow Mushroom,Pizza,3.0,35.053717,-80.851277,$$,14835 Ballantyne Village Way,Charlotte,28277
fECudezmkuBipHcaDhbN9Q,Bad Daddy's Burger Bar,Burgers,3.5,35.3763996,-80.7327947,$$,8915 Christenbury Pkwy,Concord,28027
2KpyT9ZN2qtj1n3TX_bzYQ,Char Bar No 7,Burgers,3.5,35.081703,-80.729289,$$,3118 Fincher Farm Rd,Matthews,28105
4X9tVVQHIewliXqaancfQA,Rum Bar & Grill,Sports Bars,2.5,35.2206969,-80.9412414,$$,5501 Josh Birmingham Pkwy,Charlotte,28208
yPIHOfXNz4LNTWFjCTFWgA,The Greek Grill,Greek,4.5,35.047322213144,-80.9916766360402,$,1143 Stonecrest Blvd,Fort Mill,29708
NRAmrbIGgXgH5uYv8GGJ5A,Mayworth's Public House,American (Traditional),4.5,35.2358093,-81.0724869,$$,115 Center St,Cramerton,28032
YaFM08fEdbp-iSon3Opsbw,Monterrey Mexican Restaurant,Mexican,3.5,35.29419,-80.73958,$$,1001 E Wt Harris Blvd,Charlotte,28213
E0HOsxXZ_o6ocemK57BoWA,A Piece Of Havana,Cuban,3.5,35.1155967,-80.9617231,$$,11126 S Tryon St,Charlotte,28273
mLeAFPQ9fy5pYCTp0xjJkQ,Razzoo's Cajun Cafe,Cajun/Creole,4.0,35.3695912,-80.716634,$$,8011 Concord Mills Blvd,Concord,28027
HtObLsspK0xIXfNPb7eUmA,Fuji Japanese Steakhouse,Japanese,3.0,35.1029373522278,-80.9848520092331,$$,14126 RiverGate Pkwy,Charlotte,28273
WUm3b5SMYPLSgeB0adjvuA,Lake Wylie Pizza and Italian Resturant,Italian,3.5,35.1095995785586,-81.0438186672588,$,4074 Charlotte Hwy,Clover,29710
3PsmvwxetLz1Tzb-6mNhgA,P.F. Chang's,Chinese,3.0,35.3487926304959,-80.853229,$$,10325 Perimeter Pkwy,Charlotte,28216
hP55G7ciHn30UeoZ72Japw,Bisonte Pizza,Pizza,3.5,35.0687554401317,-80.7011622190475,$$,1381 Chestnut Ln,Matthews,28104
y8ELffgkORhv6G8oZGJwUA,Il Bosco Ristorante and Bar,Italian,4.0,35.50026,-80.84908,$$,127 Depot St,Davidson,28036
z2Yivr-C0K0H2sLNXvnZyg,Peace -N- Hominy Q,Barbeque,4.5,35.243,-81.02858,$,403 E Catawba St,Belmont,28012
xjUy3O9sVz8qFxBS8CWStw,Slice House Pizza,Pizza,4.0,35.410704,-80.842643,$$,101 Old Statesville Rd,Huntersville,28078
uqYB53z5GrtzJq8WHTF-xg,Olive Garden Italian Restaurant,Italian,3.0,35.0864105,-80.8770523,$$,9421 Pineville Matthews Rd,Pineville,28134
IIWz96zl3D8thYIxv3-5mA,Asian Garden,Asian Fusion,3.5,35.2490132159853,-81.0806029917451,$,202 Market St,Cramerton,28032
YZhqXSLLrDtRjnt5XzQGXQ,Luigi & Sons Italian Restaurant,Italian,4.0,34.970281,-80.994718,$$,2387 Cherry Rd,Rock Hill,29732
FK1YPTL4TccEXcHcPt9dJg,The Improper Pig,Barbeque,4.0,35.0076885764977,-80.9441116790801,$$,204 Main St,Fort Mill,29715
AB1a6QImpe88asJrE3lxpQ,Brixx Wood Fired Pizza,Pizza,3.5,35.02608,-80.962041,$$,2035 Richard Jones Rd,Nashville,37215
3cwcUx6OPOw0OkJcHwbWFw,Clover Station,Southern,4.5,35.1115072,-81.2265532,$,105 N Main St,Clover,29710
Zn1XufFEiIGLu7-4x4jesg,Panera Bread,Sandwiches,2.5,35.123889,-80.707596,$,1904 Matthews Township Pkwy,Matthews,28105
WyKJkdw7PEZD1I0qtPN17w,Bistro D'antonio,Italian,4.0,34.93782,-80.75047,$$,3909 Providence Rd S,Waxhaw,28173
eJ0kWgojWvS1IunOpzyfWg,Brew's Tavern,American (Traditional),4.0,34.947345,-80.844563,$$,8083 Charlotte Hwy,Fort Mill,29707
aJPDsouSpAnaksj8uFHzdQ,Sake Express,Japanese,3.5,35.25424,-81.02775,$,675 Park St,Belmont,28012
jzJnN9T0BKZLO2YY3ihBew,Farley's Pizzeria,Pizza,4.0,34.9383594,-80.6689706,$,3202 Potter Rd,Mineral Springs,28112
ZdFl7MqnF09dcifG1j7l_w,Applebee's Grill + Bar,American (Traditional),1.5,35.310994,-80.752343,$$,8700 J W Clay,Charlotte,28262
UM07j7HtW-dhr8Gq3LQLxg,521 BBQ & Grill,Barbeque,4.0,35.047746,-80.992075,$$,1135 Stonecrest Blvd,Tega Cay,29708
Aw3YYxmIbt-LTtjrNWouHA,Dressler's Restaurant - Birkdale Village,American (New),4.0,35.446135,-80.879821,$$$,8630 1-A Lindholm Dr,Huntersville,28078
VIfREGnBYJ6HVnWfArVb_A,The Country Kitchen,Southern,4.0,35.3156475,-81.1748462,$,116 E Main St,Dallas,28034
1ddi7j3nph9tuU3J3TK6LA,Cheddar's Scratch Kitchen,Comfort Food,3.0,35.2609158768158,-81.1424550270772,$$,2051 E Franklin Blvd,Gastonia,28054
3GGmY_QhqHnIEqk62p7cVA,Hwy 55 Burgers Shakes & Fries,Burgers,3.5,35.3219184510796,-80.6490468978882,$,4435 Hwy 49 S,Harrisburg,28075
JXj3X8RMmVikVZGSWmh7ww,Block Bistro,Wine Bars,4.0,35.41326,-80.83381,$$,13812 Cinnabar Pl,Huntersville,28078
faYjK7VoSnPkZiA4Qjyu_w,Pier 51 Seafood Restaurant,Seafood,4.0,35.3972525154516,-80.6091291683481,$$,744 Cabarrus Ave W,Concord,28027
pa2Y633N7lG7SHCIriE8GQ,Carrabba's Italian Grill,Italian,3.5,35.3656707,-80.715237,$$,7900 Lyles Ln NW,Concord,28027
u5wmbtWjMyaiJpAbP2xoEw,Fish Market,Seafood,3.5,35.02798,-80.96897,$$,990 Market St,Fort Mill,29708
YvVEZIfkxRktT07IBpXilw,Hilton Garden Inn Charlotte/Concord,Hotels,4.0,35.3705503291484,-80.7097738981281,$$,7831 Gateway Ln,Concord,28027
XSY26vVt9qvLh3SAECPzkg,The Melting Pot - Huntersville,Fondue,4.5,35.441214,-80.86721,$$$,16625 Statesville Rd,Huntersville,28078
hR4-JdUZI63bv5pa_LIUOw,Fiesta Mexicana Grill,Mexican,4.5,35.42822,-80.6084599,$,836 Florence St,Concord,28027
cr84hpeFeas6N6VGV7Iu3A,Que Onda Cantina Highland Creek,Mexican,4.0,35.384405,-80.7864813,$$,13016 Eastfield Rd,Huntersville,28078
WcJj-qBxuGncY1X8R6pfgg,Famous Toastery,Breakfast & Brunch,4.0,35.374985,-80.729037,$$,8680 Concord Mills Blvd,Concord,28027
izNFwY0XMPsmmUDaSzB9ig,Sabor Latin Street Grill - Fort Mill/Tega Cay,Latin American,3.5,35.0591982376896,-80.990301668644,$,817 Crossroads Plz,Fort Mill,29708
2aLZjt3Pkg7WvoJq2LtckA,Hillbilly's Barbeque & Steaks,Barbeque,3.5,35.263714,-81.091149,$$,720 McAdenville Rd,Lowell,28098
a5zjODIOCqRAH5mG4sPVYQ,Cherry,Sushi Bars,3.5,35.1083029,-81.0425683,$$,4034 Charlotte Hwy,Lake Wylie,29710
DtU7Jq2YEaxZitAotT95yQ,Taqueria La Unica,Mexican,4.0,34.986572265625,-80.5254669189453,$,1621 Walkup Ave,Monroe,28110
syBbYNE5-rWDMOs-MkFRQw,Emmet's Social Table,American (Traditional),4.0,34.92455,-80.73976,$$,401 E South Main St,Waxhaw,28173
-Yz1ZN-mSFQ7isNOz99MZQ,Jimmy John's,Sandwiches,3.5,35.431844,-80.606222,$,1225 Concord Pkwy,Concord,28025
bGaMzx2PcwzhYBX9Gn7_hg,El Vallarta,Mexican,4.0,35.00283,-80.5531,$$,1890 W Roosevelt Blvd,Monroe,28110
owjS04hpDA-XExecvsU0OQ,Famous Toastery,Breakfast & Brunch,4.0,35.0471911350329,-80.9908684123125,$$,2429 Hwy 160 W,Tega Cay,29708
-plmjUoC1d-tZcVbp0zMqw,Hickory Tavern,Sports Bars,3.0,34.954750333773,-80.851105414331,$$,8364 Charlotte Hwy,Indian Land,29707
8kKTZ0TzLpuPbk8eNGBEGA,LongHorn Steakhouse,Steakhouses,4.0,35.44676,-80.59918,$$,351 Copperfield Blvd NE,Concord,28025
t59EjJ_flqR75Mk2RWILAg,Fratelli Ristorante & Pizzeria,Italian,3.0,35.02762,-80.96798,$$,975 Market St,Fort Mill,29708
TDFNuRJ_45hW18mu-V12JQ,El Amigo Mexican Restaurant,Mexican,4.0,35.46982,-80.6112799,$$,1776 S Cannon Blvd,Kannapolis,28083
EAt4rIjErbsz97lh7f0r_Q,The Full Moon Oyster Bar-Concord,Bars,4.0,35.3971576,-80.6621702,$$,5011 Weddington Rd,Concord,28027
Mmh4w2g2bSAkdSAFd_MH_g,Red Bowl,Asian Fusion,3.0,35.062479508989,-80.9944802178604,$$,845 Stockbridge Dr,Fort Mill,29708
LXKGsFBsOYaS7VPuMlgONA,Great Harvest Bread,Bakeries,3.5,35.48007,-80.85837,$$,19901 S Main St,Cornelius,28031
AOfdk12tqKEcXZBQ0HvG_Q,Hooters,American (Traditional),3.0,35.3650342173922,-80.7069477257776,$$,7702 Gateway Ln,Concord,28027
foezb6XCQ2_bWLd2M5LICA,Sauza's Mexican Restaurant,Mexican,3.5,35.4438972,-80.9970703,$,169 Cross Center Rd,Denver,28037
8hkRhWdnSWQswxHHQb5x9g,The Grumpy Monk,American (New),3.5,35.0201278,-80.5787262,$$,2841 W Hwy 74,Monroe,28110
8xRBpeEcnLSIRaqYbF-JWg,IHOP,Breakfast & Brunch,1.5,35.371058,-80.78341,$$,5815 Highland Shoppes Dr,Charlotte,28269
_tU5cWajktsl8_Uj1_DaHA,Grumpy Brothers,Southern,4.0,34.9583470323975,-81.0433530807495,$$,295 Herlong Ave,Rock Hill,29732
97K4904NnvB_zSEVGHDc-A,E Noodles,Noodles,4.0,35.4156265258789,-80.6689987182617,$$,360 Exchange St NW,Concord,28027
v8RKZS-7rhZd3yxU3nqygA,Pita Pit,Fast Food,3.5,35.4814588597001,-80.8554607695587,$,21726 Catawba Ave,Cornelius,28031
z6yxgJ8UW0UF7dJr65rC4w,Nellie's Southern Kitchen,Southern,3.5,35.24355,-81.0374,$$,36 N Main St,Belmont,28012
clMgOc_GMWj8Y2c1AS7NqQ,LongHorn Steakhouse,Steakhouses,3.5,34.939542,-80.966651,$$,2255 Crosspointe Dr,Rock Hill,29730
q5I1eO_K6AHC-3B8DB9Caw,Choplin's Restaurant,Seafood,4.0,35.480913,-80.882426,$$,19700 One Norman Blvd,Cornelius,28031
OBX7JI5q8PMJ6ege9gji0Q,Quality Inn & Suites Matthews - Charlotte,Hotels,2.5,35.099017,-80.678186,$$,13470 East Independence Blvd,Matthews,28105
XTQWdGUh1Xtlk7e9kxBMwg,Penn Station East Coast Subs,Cheesesteaks,3.0,35.47402,-80.89101,$,19116 W Catawba Ave,Cornelius,28031
Pcij9Zvllmj-oge8N-uSzg,The Woodshed Restaurant,Steakhouses,3.0,35.358043,-81.095126,$$,210 S Main St,Stanley,28164
Km0sT7E_dc2U1BkyRoy1xA,"Akahana - Asian Bistro, Bar & Sushi",Japanese,3.0,35.0284830827773,-80.9673952683806,$$,940 Market St,Fort Mill,29708
7hsi2ob7wOORBj5Pa2199Q,Outback Steakhouse,Steakhouses,3.0,35.43966,-80.87063,$$,16400 Northcross Dr,Huntersville,28078
Hx6HNJfEGgllQ3-dyoNDbA,Twin Peaks,Sports Bars,3.0,35.3733749389648,-80.7259368896484,$$,8601 Concord Mills Blvd,Concord,28027
ff58ZoL3giN5WBftvH5Icg,What-A-Burger No 13,Burgers,3.5,35.39941,-80.43681,$,8330 W Franklin St,Mount Pleasant,28124
c3MRaD-kBCpOvtv4lnUecw,Cowboy Steak Chicken Ribs,Steakhouses,3.5,35.4586799,-80.8670377,$$,9615 Bailey Rd,Cornelius,28031
61RkFFofkljVlu2mv1TS6A,Iron Thunder,Sports Bars,3.0,34.9897767818812,-80.5316836642037,$$,608 West Roosevelt Blvd,Monroe,28110
VkPa6mYsHsiPPU6BQ3l4fQ,Giovanni's Pizza & Pasta,Pizza,3.0,35.4440872371197,-80.6250639259815,$$,559 Winecoff School Rd,Concord,28027
rmP7AzV3SAeRWUzbNuqQ5A,131 MAIN,American (Traditional),4.0,35.4570629,-80.8679784,$$$,17830 Statesville Rd,Cornelius,28031
yUSPsKDzmlG9XYWfgblL_g,Empire Pizza & Bar,Pizza,3.5,34.979621,-81.08731,$$,4811 Old York Rd,Rock Hill,29732
fJqY-E3adwx7LLozV1TfFA,eeZ Fusion & Sushi,Sushi Bars,4.0,35.4464951042805,-80.8783882297915,$$,16925 Birkdale Commons Pkwy,Huntersville,28078
F1CCt2Gl6qpOB73mXi5anA,Duckworths Grill & Taphouse,Sports Bars,4.0,35.440001,-80.867257,$$,16609 Statesville Rd,Huntersville,28078
tI81vezqt-Mi8nsEBpfqbA,Outback Steakhouse,Steakhouses,3.0,34.977484,-80.989951,$$,1319 River Run Ct,Rock Hill,29732
yOvsX8P8xRZwaAEaXtmoIA,Ledo Pizza,Pizza,3.0,34.9538286,-81.059388,$$,489 S Herlong Ave,Rock Hill,29732
xswOBJzAg4MtfDjbYWjx1A,East Coast Wings + Grill,Chicken Wings,3.5,35.46461,-80.59189,$$,2263 Spider Dr,Kannapolis,28083
acv_0ipmJF3iUH0f9d5A0Q,Red Bowl Asian Bistro,Asian Fusion,3.0,34.97673,-81.02879,$$,2760 Celanese Rd,Rock Hill,29732
Oe1tY0tjUgPJ_LiczZDMPQ,Ruby Tuesday,Burgers,3.0,34.93908,-80.96796,$$,1410 Old Springdale Rd,Rock Hill,29730
dwAPMrdLwSn1KCsJzz_oLA,Hickory Tavern,American (Traditional),2.5,35.22596,-81.13371,$$,1925 Hoffman Rd,Gastonia,28054
7R6JSHz-7jc9CzhPKdOE4Q,Kobe Hero,Japanese,3.0,35.478015,-80.876564,$$,20465 Chartwell Ctr Dr,Cornelius,28031
vfwTrfrZ3FWhVkyLjAggLQ,Restaurant X,Breakfast & Brunch,4.0,35.49612,-80.85303,$$,408 S Main St,Davidson,28036
UXL5eg0e6W1AZzmX6NAXdg,Brickhouse Tavern,American (Traditional),3.5,35.5035552978516,-80.8488616943359,$$,209 Delburg St,Davidson,28036
XBYrsKCn0fAgUO2AD7Lizg,Chili's,Bars,2.5,35.25938,-81.12409,$$,3086 E Franklin Blvd,Gastonia,28056
DrJ6xjGcQJfMllS19S527Q,Alton's Kitchen & Cocktails,American (New),3.5,35.479225,-80.893923,$$,19918 N Cove Rd,Cornelius,28031
km9M8hXG88RzPUBOeYTbvg,Quality Inn & Suites,Hotels,2.5,35.009762,-80.564526,$$,2351 W Roosevelt Blvd,Monroe,28110
BDTIaZHqgBbV1aqlh1l_Vg,Buffalo Wild Wings,Chicken Wings,2.0,35.0046926332597,-80.5571873386429,$$,2109 W Rossevelt Blvd,Monroe,28110
1hBmklxIBhw9nu9NjOTaQA,"Hello, Sailor",Seafood,3.0,35.4859323089312,-80.8877044478741,$$,20210 Henderson Rd,Cornelius,28031
I3fwKsQfZA_zMjewRr9lrw,Dairy Queen,Ice Cream & Frozen Yogurt,1.5,35.2121086,-81.1650085,$,3128 Union Rd,Gastonia,28056
